T, A, B, Oc, C, Oj tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
482, -0.484, -0.254, -0.161, 0.878, 0.556, 0.123, 0.402, 0.396, 0.142, 30, 7.6, -2.2, 2.6e+02, 30, 7.9, -0.8, 2.7e+02, 30, 7.5, -2.2, 2.6e+02, 2.6e+02
491, -0.486, -0.245, -0.147, 0.864, 0.538, 0.117, 0.504, 0.476, 0.142, 28, 6.6, -2.8, 2.3e+02, 30, 7.7, -1.4, 2.6e+02, 30, 7.6, 0.95, 2.6e+02, 2.5e+02
486, -0.484, -0.274, -0.156, 0.812, 0.533, 0.116, 0.443, 0.222, 0.105, 30, 7.1, -2.3, 2.5e+02, 30, 7.5, 0.91, 2.6e+02, 30, 7.5, 1, 2.6e+02, 2.5e+02
487, -0.483, -0.313, -0.143, 0.814, 0.54, 0.119, 0.403, 0.192, 0.101, 5.1, 0.99, 0.45, 37, 7.8, 1.6, 0.052, 56, 6.7, 1.3, 0.3, 47, 46
478, -0.461, -0.285, -0.188, 0.834, 0.505, 0.115, 0.547, 0.302, 0.132, 29, 7.1, 2.8, 2.5e+02, 30, 8.1, 0.84, 2.7e+02, 30, 8, 0.59, 2.7e+02, 2.6e+02
488, -0.458, -0.281, -0.188, 0.83, 0.478, 0.113, 0.513, 0.289, 0.138, 30, 7.8, -0.74, 2.6e+02, 30, 7.5, -0.34, 2.6e+02, 28, 6.9, 2.9, 2.4e+02, 2.5e+02
481, -0.484, -0.261, -0.167, 0.836, 0.577, 0.117, 0.459, 0.396, 0.0787, 26, 6.1, -2.8, 2.2e+02, 21, 4.5, -2.8, 1.7e+02, 30, 7.5, -0.93, 2.6e+02, 2.1e+02
488, -0.486, -0.26, -0.148, 0.886, 0.569, 0.113, 0.453, 0.449, 0.0951, 30, 6.8, -2.8, 2.4e+02, 30, 7.4, -1.9, 2.6e+02, 24, 5.4, -2.8, 1.9e+02, 2.3e+02
489, -0.499, -0.3, -0.172, 0.834, 0.527, 0.116, 0.424, 0.257, 0.121, 30, 6.4, -2, 2.2e+02, 25, 5.5, -2.8, 2e+02, 30, 6.4, 0.94, 2.2e+02, 2.2e+02
489, -0.486, -0.277, -0.17, 0.847, 0.589, 0.123, 0.478, 0.272, 0.127, 22, 4.9, -2.8, 1.8e+02, 30, 7.9, -1.9, 2.7e+02, 30, 8.2, 0.69, 2.8e+02, 2.4e+02
486, -0.487, -0.262, -0.151, 0.838, 0.569, 0.122, 0.5, 0.391, 0.108, 30, 7.9, 0.15, 2.7e+02, 30, 7.9, -0.61, 2.7e+02, 30, 7.9, -1.4, 2.7e+02, 2.7e+02
486, -0.487, -0.262, -0.151, 0.339, 0.569, 0.122, 0.375, 0.391, 0.108, 2.8, -0.2, -0.11, 6.1, 3.1, 0.43, 0.31, 18, 4.3, -0.39, 0.65, 13, 12
483, -0.486, -0.283, -0.185, 0.861, 0.567, 0.126, 0.424, 0.308, 0.146, 30, 7.7, -2.5, 2.6e+02, 27, 6.8, -2.8, 2.4e+02, 20, 4.7, -2.8, 1.7e+02, 2.2e+02
485, -0.487, -0.279, -0.177, 0.825, 0.566, 0.115, 0.43, 0.544, 0.137, 30, 7.1, 0.62, 2.5e+02, 30, 7.5, -0.22, 2.6e+02, 30, 6.8, -2.8, 2.4e+02, 2.5e+02
487, -0.49, -0.286, -0.185, 0.837, 0.579, 0.115, 0.478, 0.433, 0.109, 30, 8.2, -0.45, 2.8e+02, 30, 7.9, -1.9, 2.7e+02, 29, 7.5, -2.8, 2.6e+02, 2.7e+02
487, -0.445, -0.289, -0.152, 0.872, 0.602, 0.122, 0.397, 0.405, 0.118, 28, 6.2, 2.9, 2.2e+02, 23, 5, 2.9, 1.8e+02, 30, 7.5, 2.1, 2.6e+02, 2.2e+02
479, -0.447, -0.285, -0.191, 0.832, 0.562, 0.112, 0.525, 0.258, 0.123, 30, 7.9, 0.74, 2.7e+02, 30, 7.9, 0.66, 2.7e+02, 30, 7.7, -1.8, 2.6e+02, 2.7e+02
486, -0.44, -0.285, -0.188, 0.822, 0.557, 0.113, 0.524, 0.317, 0.114, 30, 7.5, -1.9, 2.6e+02, 28, 6.6, -2.8, 2.3e+02, 30, 7.7, -1.2, 2.6e+02, 2.5e+02
489, -0.492, -0.244, -0.154, 0.779, 0.578, 0.121, 0.477, 0.343, 0.09, 30, 7.3, 1.8, 2.5e+02, 30, 7.3, -0.99, 2.5e+02, 30, 7.4, -1.5, 2.5e+02, 2.5e+02
488, -0.49, -0.264, -0.185, 0.814, 0.547, 0.117, 0.477, 0.354, 0.17, 29, 7, -2.8, 2.5e+02, 5.1, 0.49, 0.85, 26, 30, 6.6, 2.9, 2.4e+02, 1.7e+02
488, -0.497, -0.275, -0.194, 0.839, 0.543, 0.122, 0.546, 0.239, 0.141, 30, 8.1, -1.1, 2.8e+02, 30, 8.2, 0.22, 2.8e+02, 30, 7.6, -2.4, 2.6e+02, 2.7e+02
480, -0.456, -0.273, -0.18, 0.852, 0.542, 0.119, 0.503, 0.411, 0.0929, 30, 7.2, -1.6, 2.5e+02, 30, 7.3, -0.9, 2.5e+02, 30, 7, -2.1, 2.4e+02, 2.5e+02
491, -0.502, -0.289, -0.188, 0.821, 0.521, 0.115, 0.524, 0.291, 0.115, 30, 7.7, 2, 2.6e+02, 30, 7.7, 0.8, 2.6e+02, 25, 5.9, 2.9, 2.1e+02, 2.5e+02
479, -0.465, -0.286, -0.198, 0, 0.524, 0.114, 0.525, 0.252, 0.152, 1.7, 0.03, -0.22, 5.5, 1.7, 0.037, -0.21, 5.6, 2.8, -0.63, 0.44, 12, 7.5
486, -0.486, -0.262, -0.153, 0.845, 0.575, 0.122, 0.374, 0.38, 0.108, 30, 7.9, -0.67, 2.7e+02, 30, 7.8, 1.1, 2.7e+02, 30, 8, -0.53, 2.7e+02, 2.7e+02
486, -0.485, -0.262, -0.154, 0.836, 0.579, 0.122, 0.374, 0.399, 0.108, 30, 7.9, -0.66, 2.7e+02, 29, 6.9, -2.8, 2.4e+02, 30, 7.7, -1, 2.6e+02, 2.6e+02
488, -0.496, -0.29, -0.195, 0.813, 0.523, 0.115, 0.208, 0.233, 0.123, 30, 7.5, 1.7, 2.6e+02, 30, 7.3, -1.1, 2.5e+02, 5.1, 1.2, -0.13, 42, 1.8e+02
489, -0.457, -0.282, -0.185, 0.821, 0.547, 0.5, 0.519, 0.253, 0.168, 4.2, 0.12, 0.21, 9.9, 2.2, 0.31, 0.41, 14, 5.1, 0.61, -0.047, 24, 16
475, -0.483, -0.29, -0.175, 0.812, 0.512, 0.128, 0.432, 0.171, 0.158, 7.7, 1, -0.37, 40, 4.2, 0.76, 0.47, 29, 7.6, 0.79, 1.1, 38, 36
493, -0.48, -0.266, -0.19, 0.818, 0.514, 0.13, 0.493, 0.274, 0.128, 30, 7.4, -2.4, 2.6e+02, 30, 7.9, -0.2, 2.7e+02, 30, 7.7, -1.7, 2.6e+02, 2.6e+02
489, -0.457, -0.277, -0.181, 0.872, 0.549, 0.13, 0.411, 0.387, 0.163, 30, 7.5, -2, 2.6e+02, 30, 7.9, 0.98, 2.7e+02, 30, 7.8, -1.3, 2.6e+02, 2.6e+02
483, -0.459, -0.269, -0.18, 0.829, 0.546, 0.117, 0.372, 0.223, 0.17, 30, 8, 0.13, 2.7e+02, 30, 8, 0.49, 2.7e+02, 30, 7.8, -0.28, 2.6e+02, 2.7e+02
480, -0.488, -0.274, -0.189, 0.873, 0.584, 0.118, 0.443, 0.366, 0.173, 27, 6.7, -2.8, 2.4e+02, 30, 8.3, -0.35, 2.8e+02, 30, 7.7, -2.8, 2.7e+02, 2.6e+02
480, -0.462, -0.27, -0.167, 0.88, 0.611, 0.114, 0.395, 0.358, 0.0857, 30, 7.2, -2, 2.5e+02, 29, 6.7, -2.8, 2.4e+02, 24, 5.2, -2.8, 1.9e+02, 2.2e+02
486, -0.504, -0.289, -0.191, 0.82, 0.523, 0.114, 0.431, 0.255, 0.12, 4.4, 0.91, 0.11, 33, 30, 7.9, 0.87, 2.7e+02, 30, 8.1, 0.11, 2.8e+02, 1.9e+02
486, -0.475, -0.291, -0.194, 0.789, 0.527, 0.5, 0.436, 0.288, 0.124, 3, -0.082, 0.37, 7.8, 4.8, 0.6, -0.042, 24, 4.6, 0.71, 0.1, 27, 19
484, -0.502, -0.293, -0.179, 0.807, 0.549, 0.116, 0.526, 0.325, 0.1, 30, 7, -2.2, 2.4e+02, 30, 7.3, -1.3, 2.5e+02, 30, 7.3, -0.77, 2.5e+02, 2.5e+02
489, -0.487, -0.285, -0.137, 0.842, 0.572, 0.115, 0.521, 0.375, 0.119, 30, 6.6, -0.48, 2.3e+02, 30, 6.4, -1.9, 2.3e+02, 30, 6.3, -1.7, 2.2e+02, 2.3e+02
477, -0.469, -0.269, -0.184, 0.878, 0.603, 0.121, 0.574, 0.38, 0.186, 30, 8, -0.84, 2.7e+02, 30, 7.9, -1.1, 2.7e+02, 30, 8.2, 0.25, 2.8e+02, 2.7e+02
481, -0.46, -0.248, -0.162, 0.863, 0.575, 0.128, 0.462, 0.376, 0.187, 20, 4.3, 2.8, 1.6e+02, 30, 7.9, -1.2, 2.7e+02, 30, 7.9, -0.2, 2.7e+02, 2.3e+02
487, -0.481, -0.294, -0.184, 0.832, 0.546, 0.114, 0.427, 0.187, 0.14, 30, 7.8, -0.072, 2.6e+02, 30, 7.5, -2, 2.6e+02, 30, 7.3, -2.1, 2.5e+02, 2.6e+02
486, -0.484, -0.28, -0.189, 0.806, 0.541, 0.113, 0.458, 0.579, 0.186, 7.3, 1, 1, 44, 30, 6.1, 0.44, 2.1e+02, 4.4, 0.18, 0.67, 16, 91
480, -0.464, -0.282, -0.18, 0.872, 0.529, 0.113, 0.481, 0.585, 0.157, 30, 7.7, -2.2, 2.7e+02, 25, 6.1, -2.8, 2.2e+02, 30, 7.9, -1.7, 2.7e+02, 2.5e+02
480, -0.458, -0.281, -0.188, 0.87, 0.527, 0.113, 0.546, 0, 0.169, 30, 7.4, -1.9, 2.6e+02, 27, 6.4, -2.8, 2.3e+02, 30, 7.6, -1.6, 2.6e+02, 2.5e+02
488, -0.488, -0.266, -0.189, 0.843, 0.54, 0.122, 0.325, 0.284, 0.146, 29, 7.3, -2.8, 2.5e+02, 26, 5.8, -2.8, 2.1e+02, 24, 5.4, -2.8, 2e+02, 2.2e+02
488, -0.5, -0.27, -0.139, 0.845, 0.536, 0.121, 0.534, 0.186, 0.156, 12, 2.4, 0.59, 85, 26, 3.9, -2.8, 1.5e+02, 30, 5, -1.7, 1.8e+02, 1.4e+02
487, -0.489, -0.257, -0.173, 0.83, 0.579, 0.122, 0.434, 0, 0.109, 30, 7.4, 1.2, 2.6e+02, 30, 7.5, -0.22, 2.6e+02, 30, 7.2, -1.9, 2.5e+02, 2.5e+02
486, -0.487, -0.28, -0.179, 0.854, 0.578, 0.117, 0.354, 0.435, 0.109, 24, 5.8, -2.8, 2e+02, 24, 5.7, -2.8, 2e+02, 24, 6, -2.8, 2.1e+02, 2.1e+02
481, -0.487, -0.254, -0.158, 0.841, 0.542, 0.121, 0.455, 0.414, 0.154, 30, 7.6, 0.66, 2.6e+02, 30, 7.6, 0.19, 2.6e+02, 30, 7.7, -0.39, 2.6e+02, 2.6e+02
487, -0.484, -0.26, -0.177, 0.84, 0.55, 0.114, 0.486, 0.381, 0.218, 30, 6.9, -0.63, 2.4e+02, 30, 7.3, 1.6, 2.5e+02, 30, 7.3, 1.9, 2.5e+02, 2.5e+02
481, -0.466, -0.268, -0.184, 0.842, 0.559, 0.111, 0.428, 0.333, 0.143, 30, 7.5, -2.4, 2.6e+02, 28, 6.8, -2.8, 2.4e+02, 30, 7.7, -1.9, 2.6e+02, 2.5e+02
485, -0.468, -0.27, -0.185, 0.825, 0.557, 0.115, 0.445, 0.363, 0.148, 30, 7.9, 1.6, 2.7e+02, 30, 8, -1.1, 2.7e+02, 30, 8, -0.4, 2.7e+02, 2.7e+02
482, -0.485, -0.279, -0.174, 0.886, 0.568, 0.119, 0.571, 0.351, 0.158, 30, 8.3, 0.48, 2.8e+02, 30, 8.3, 0.93, 2.8e+02, 30, 8.3, -0.75, 2.8e+02, 2.8e+02
483, -0.484, -0.279, -0.173, 0.861, 0.55, 0.119, 0.413, 0.521, 0.0988, 28, 7, -2.8, 2.5e+02, 20, 4.6, -2.8, 1.7e+02, 20, 4.6, -2.8, 1.7e+02, 1.9e+02
483, -0.492, -0.266, -0.172, 0.821, 0.597, 0.118, 0.436, 0.373, 0.134, 30, 7, -1.4, 2.4e+02, 28, 6.2, -2.8, 2.2e+02, 30, 7.2, -0.89, 2.5e+02, 2.4e+02
484, -0.45, -0.263, -0.171, 0.847, 0.567, 0.125, 0.407, 0.443, 0.158, 30, 7.9, 0.038, 2.7e+02, 30, 7.8, -1.4, 2.7e+02, 30, 7.3, -1.8, 2.5e+02, 2.6e+02
488, -0.496, -0.29, -0.4, 0.813, 0.523, 0.115, 0.525, 0.233, 0.123, 1.1, -0.36, -0.11, 5.9, 1.2, -0.37, -0.16, 6.2, 1.2, -0.37, -0.14, 6.1, 6.1
488, -0.496, -0.29, -0.195, 0.813, 0.523, 0.115, 0.525, 0.233, 0.123, 4.9, 0.81, 0.31, 31, 30, 7.8, 0.78, 2.7e+02, 30, 7.7, -1.5, 2.6e+02, 1.9e+02
488, -0.496, -0.29, -0.195, 0.813, 0.523, 0.115, 0.525, 0.233, 0.123, 30, 7.8, -0.48, 2.7e+02, 30, 7.5, -2.4, 2.6e+02, 25, 5.9, 2.9, 2.1e+02, 2.5e+02
480, -0.5, -0.267, -0.161, 0.821, 0.612, 0.113, 0.557, 0.414, 0.122, 26, 5.1, -2.8, 1.9e+02, 24, 4.7, -2.8, 1.7e+02, 30, 6.4, -1.8, 2.3e+02, 2e+02
483, -0.493, -0.255, -0.191, 0.819, 0.528, 0.122, 0.411, 0.309, 0.105, 30, 6.8, -0.43, 2.4e+02, 30, 6.5, -2, 2.3e+02, 30, 6.8, -0.52, 2.4e+02, 2.3e+02
486, -0.486, -0.262, -0.153, 0.846, 0.579, 0.121, 0.374, 0.425, 0.108, 30, 8, -1.3, 2.7e+02, 30, 7.8, -1.4, 2.7e+02, 30, 8, 0.62, 2.7e+02, 2.7e+02
486, -0.486, -0.262, -0.153, 0.845, 0.576, 0.122, 0.374, 0.438, 0.108, 30, 7.7, -2, 2.6e+02, 30, 8, -0.23, 2.7e+02, 30, 7.4, -2.5, 2.6e+02, 2.6e+02
490, -0.485, -0.257, -0.151, 0.818, 0.502, 0.118, 0.542, 0.395, 0.216, 6.1, 0.48, 1.1, 29, 4.1, 0.68, 0.67, 28, 6.1, 0.32, 0.99, 24, 27
489, -0.496, -0.294, -0.15, 0.858, 0.536, 0.113, 0.52, 0.323, 0.117, 30, 6, -1, 2.1e+02, 30, 7.1, 1.4, 2.5e+02, 30, 7.2, -0.76, 2.5e+02, 2.3e+02
487, -0.471, 0, -0.174, 0.815, 0.566, 0.113, 0.444, 0.306, 0.113, 30, 3.5, 1, 1.4e+02, 30, 3.6, 0.48, 1.4e+02, 30, 3.6, 0.85, 1.4e+02, 1.4e+02
482, -0.463, -0.308, -0.183, 0.822, 0.578, 0.112, 0.521, 0.242, 0.107, 30, 7.6, 0.0042, 2.6e+02, 24, 5, 2.9, 1.8e+02, 30, 7.3, -1.2, 2.5e+02, 2.3e+02
486, -0.49, -0.256, -0.193, 0.838, 0.583, 0.113, 0.502, 0.453, 0.108, 30, 7.1, -1.5, 2.5e+02, 28, 6.1, -2.8, 2.2e+02, 30, 7.1, -2.1, 2.5e+02, 2.4e+02
487, -0.488, -0.26, -0.156, 0.838, 0.585, 0.117, 0.359, 0.427, 0.109, 30, 7.7, -1.9, 2.6e+02, 30, 7.5, -2.3, 2.6e+02, 30, 7.5, -2.1, 2.6e+02, 2.6e+02
489, -0.494, -0.261, -0.204, 0.861, 0.547, 0.112, 0.588, 0.444, 0.105, 15, 2.4, -2.8, 1e+02, 3.3, 0.35, -0.62, 18, 30, 6.5, 2.4, 2.3e+02, 1.2e+02
487, -0.485, -0.296, -0.141, 0.86, 0.591, 0.121, 0.562, 0.343, 0.103, 28, 5.6, -2.8, 2.1e+02, 30, 6.8, -0.11, 2.4e+02, 30, 6.9, 1.1, 2.4e+02, 2.3e+02
478, -0.464, -0.276, -0.18, 0.855, 0.555, 0.13, 0.418, 0.466, 0.155, 30, 7.8, -1.4, 2.7e+02, 30, 8, 1.3, 2.7e+02, 30, 8.1, -0.21, 2.7e+02, 2.7e+02
485, -0.452, -0.273, -0.179, 0.847, 0.553, 0.106, 0.413, 0.46, 0.156, 30, 8, -0.13, 2.7e+02, 30, 7.5, -1.9, 2.6e+02, 30, 7.4, -2.2, 2.6e+02, 2.6e+02
483, -0.479, -0.281, -0.149, 0.836, 0.554, 0.126, 0.465, 0.409, 0.202, 4.2, 0.86, 0.36, 32, 17, 1.5, 2.9, 79, 13, 1.6, 1.6, 70, 60
485, -0.475, -0.281, -0.189, 0.86, 0.561, 0.111, 0.489, 0.481, 0.09, 30, 7.3, -1.4, 2.5e+02, 23, 4.9, -2.8, 1.8e+02, 19, 3.7, -2.8, 1.4e+02, 1.9e+02
487, -0.49, -0.246, -0.189, 0.892, 0.561, 0.118, 0.478, 0.332, 0.167, 30, 7.2, -0.62, 2.5e+02, 30, 7.4, -0.99, 2.5e+02, 21, 4.4, -2.8, 1.6e+02, 2.2e+02
489, -0.484, -0.262, -0.166, 0.87, 0.573, 0.118, 0.477, 0.349, 0.0758, 28, 6, -2.8, 2.2e+02, 30, 6.6, -2.4, 2.3e+02, 30, 6.8, -2, 2.4e+02, 2.3e+02
488, -0.495, -0.277, -0.209, 0.849, 0.584, 0.121, 0.452, 0.458, 0.133, 30, 7.6, -2.1, 2.6e+02, 24, 5.7, -2.8, 2e+02, 23, 5.5, -2.8, 2e+02, 2.2e+02
488, -0.499, -0.259, -0.155, 0.84, 0.544, 0.121, 0.389, 0.209, 0.106, 30, 7.5, -2.1, 2.6e+02, 28, 6.7, -2.8, 2.3e+02, 24, 5.5, -2.8, 2e+02, 2.3e+02
487, -0.48, -0.294, -0.166, 0.841, 0.554, 0.123, 0.313, 0.185, 0.105, 30, 7.3, -0.8, 2.5e+02, 30, 7.7, -0.3, 2.6e+02, 30, 7.3, -2.2, 2.5e+02, 2.6e+02
485, -0.488, -0.274, -0.207, 0.845, 0.555, 0.116, 0.39, 0.473, 0.113, 3.2, 0.53, -0.63, 23, 30, 7.1, 1.2, 2.5e+02, 28, 6.3, -2.8, 2.2e+02, 1.6e+02
484, -0.486, -0.28, -0.177, 0.9, 0.564, 0.119, 0.432, 0.285, 0.16, 28, 7.1, -2.8, 2.5e+02, 30, 8.2, -1.6, 2.8e+02, 30, 8.3, 0.89, 2.8e+02, 2.7e+02
482, -0.486, -0.28, -0.175, 0.883, 0.559, 0.113, 0.499, 0.305, 0.155, 27, 6.8, -2.8, 2.4e+02, 20, 4.8, -2.8, 1.7e+02, 30, 8.1, -1.5, 2.7e+02, 2.3e+02
478, -0.46, -0.273, -0.179, 0.855, 0.558, 0.129, 0.418, 0.427, 0.167, 30, 8, -0.84, 2.7e+02, 30, 7.5, -2, 2.6e+02, 30, 7.9, 1.8, 2.7e+02, 2.7e+02
478, -0.461, -0.274, -0.181, 0.855, 0.557, 0.129, 0.42, 0.478, 0.155, 30, 7.9, 0.67, 2.7e+02, 30, 7.7, -1.7, 2.6e+02, 28, 6.6, -2.8, 2.3e+02, 2.6e+02
490, -0.495, -0.248, -0.152, 0.868, 0.605, 0.119, 0.516, 0.339, 0.146, 26, 6.1, -2.8, 2.2e+02, 30, 8, -1.2, 2.7e+02, 30, 8, -0.088, 2.7e+02, 2.5e+02
490, -0.499, -0.296, -0.175, 0.819, 0.507, 0.112, 0.475, 0.223, 0.156, 8.2, 1.2, 1.2, 50, 5.8, 1.1, 0.43, 40, 10, 2.1, -0.28, 73, 54
479, -0.496, -0.283, -0.211, 0.783, 0.518, 0.115, 0.523, 0.233, 0.121, 30, 6.9, 0.5, 2.4e+02, 30, 7.8, 1.3, 2.7e+02, 30, 8, -0.1, 2.7e+02, 2.6e+02
488, -0.499, -0.29, -0.213, 0.794, 0.575, 0.115, 0.526, 0.251, 0.106, 2.5, 0.53, -0.088, 19, 30, 8, 1.3, 2.7e+02, 3.1, 0.57, -0.27, 22, 1e+02
486, -0.485, -0.261, -0.152, 0.849, 0.574, 0.121, 0.374, 0.431, 0.108, 27, 6.5, 2.9, 2.3e+02, 30, 8, 0.67, 2.7e+02, 30, 7.5, -2.3, 2.6e+02, 2.5e+02
486, -0.485, -0.261, -0.155, 0.847, 0.574, 0.122, 0.373, 0.428, 0.109, 30, 7.7, -1.7, 2.6e+02, 30, 7.6, -2.1, 2.6e+02, 30, 7.8, -0.57, 2.6e+02, 2.6e+02
486, -0.495, -0.294, -0.162, 0.821, 0.591, 0.112, 0.458, 0.249, 0.122, 5.8, 1.2, -0.32, 44, 4.6, 1, 0.02, 37, 9.5, 1.8, 0.14, 66, 49
487, -0.496, -0.256, -0.148, 0.796, 0.516, 0.112, 0.405, 0.447, 0.116, 30, 6.7, -1.5, 2.3e+02, 30, 7, -0.68, 2.4e+02, 30, 6.9, 0.68, 2.4e+02, 2.4e+02
484, -0.477, -0.269, -0.151, 0.846, 0.558, 0.115, 0.43, 0.462, 0.172, 30, 7, -0.49, 2.4e+02, 30, 6.8, 1.5, 2.4e+02, 30, 6.7, -1.6, 2.3e+02, 2.4e+02
489, -0.489, -0.272, -0.153, 0.852, 0.527, 0.124, 0.368, 0.354, 0.145, 23, 5.2, -2.8, 1.9e+02, 30, 7.5, 0.41, 2.6e+02, 30, 7.6, -1.9, 2.6e+02, 2.4e+02
487, -0.49, -0.266, -0.192, 0.832, 0.631, 0.121, 0.509, 0.224, 0.114, 30, 7.7, -2.1, 2.6e+02, 30, 7.6, -2.2, 2.6e+02, 30, 7.5, -2.2, 2.6e+02, 2.6e+02
489, -0.485, -0.262, -0.4, 0.826, 0.488, 0.125, 0.519, 0.236, 0.105, 1.2, -0.35, -0.14, 5.9, 1.2, -0.34, -0.14, 5.8, 1.2, -0.35, -0.14, 6, 5.9
486, -0.495, -0.296, -0.184, 0.811, 0.541, 0.116, 0.457, 0.246, 0.11, 30, 7.3, -0.64, 2.5e+02, 30, 7.6, 0.46, 2.6e+02, 27, 6.3, -2.8, 2.2e+02, 2.4e+02
488, -0.494, -0.291, -0.199, 0.811, 0.524, 0.116, 0.537, 0.314, 0, 8.4, 1.7, -0.31, 61, 4.5, 0.91, 0.3, 33, 3, 0.58, -0.56, 24, 39
478, -0.466, -0.279, -0.18, 0.856, 0.557, 0.127, 0.418, 0.349, 0.152, 29, 7.3, 2.9, 2.5e+02, 30, 8.2, -0.1, 2.8e+02, 30, 7.7, -1.6, 2.6e+02, 2.6e+02
478, -0.462, -0.275, -0.18, 0.861, 0.558, 0.13, 0.42, 0.42, 0.153, 30, 7.1, -2.4, 2.5e+02, 30, 7.9, -1.6, 2.7e+02, 30, 7.9, -1.1, 2.7e+02, 2.6e+02
487, -0.493, -0.278, -0.178, 0.852, 0.583, 0.119, 0.425, 0.473, 0.128, 23, 5.4, 2.8, 1.9e+02, 30, 7.9, -1.9, 2.7e+02, 30, 7.9, -1.4, 2.7e+02, 2.4e+02
476, -0.482, -0.278, -0.153, 0.85, 0.569, 0.132, 0.425, 0.44, 0.138, 27, 5.3, -2.8, 1.9e+02, 30, 6.8, -0.32, 2.4e+02, 30, 6.6, -2.3, 2.3e+02, 2.2e+02
480, -0.475, -0.275, -0.198, 0.85, 0.557, 0.121, 0.439, 0.537, 0.136, 24, 5.3, -2.8, 1.9e+02, 30, 7.6, -2.2, 2.6e+02, 23, 5.3, -2.8, 1.9e+02, 2.1e+02
478, -0.51, -0.274, -0.2, 0.832, 0.547, 0.13, 0.377, 0.4, 0.148, 30, 7.9, -1.9, 2.7e+02, 27, 6.7, -2.8, 2.3e+02, 30, 7.7, -2.1, 2.6e+02, 2.6e+02
488, -0.498, -0.263, -0.132, 0.819, 0.536, 0.113, 0.583, 0.423, 0.123, 30, 6.5, 0.49, 2.3e+02, 30, 6.3, -1.6, 2.2e+02, 30, 6.4, -0.28, 2.2e+02, 2.2e+02
487, -0.492, -0.281, -0.193, 0.855, 0.589, 0.121, 0.447, 0.205, 0.127, 30, 8.1, -1.2, 2.7e+02, 30, 7.5, -2.6, 2.6e+02, 30, 8.1, -1.3, 2.8e+02, 2.7e+02
488, -0.496, -0.29, -0.195, 0.813, 0.523, 0.115, 0.525, 0.233, 0.123, 30, 7.9, -0.39, 2.7e+02, 29, 7.1, -2.8, 2.5e+02, 30, 7.1, -0.48, 2.4e+02, 2.5e+02
488, -0.496, 0, -0.195, 0.813, 0.523, 0.115, 0.525, 0.233, 0.123, 30, 3.3, 1.5, 1.3e+02, 30, 3.3, 1.3, 1.3e+02, 30, 3.5, 1, 1.4e+02, 1.3e+02
488, -0.485, -0.258, -0.183, 0.894, 0.581, 0.119, 0.323, 0.321, 0.106, 30, 6.8, 0.5, 2.4e+02, 30, 6.7, -1.4, 2.3e+02, 30, 6.6, -1.7, 2.3e+02, 2.3e+02
483, -0.485, -0.285, -0.161, 0.863, 0.582, 0.122, 0.337, 0.411, 0.146, 30, 6.7, -1.8, 2.3e+02, 30, 7.2, -1, 2.5e+02, 30, 7.4, 0.63, 2.5e+02, 2.4e+02
486, -0.49, -0.267, -0.175, 0.836, 0.575, 0.122, 0.477, 0.376, 0.114, 22, 5, -2.8, 1.8e+02, 30, 8.1, 0.021, 2.7e+02, 28, 6.8, -2.8, 2.4e+02, 2.3e+02
488, -0.496, -0.274, -0.169, 0.839, 0.557, 0.121, 0.399, 0.475, 0.14, 30, 7.3, -1.3, 2.5e+02, 30, 7.8, 0.1, 2.6e+02, 30, 7.5, -2, 2.6e+02, 2.6e+02
488, -0.481, -0.286, -0.187, 0.799, 0.519, 0.114, 0.531, 0.248, 0.141, 30, 7.1, 2, 2.5e+02, 30, 7.4, 0.83, 2.5e+02, 29, 6.6, -2.8, 2.3e+02, 2.4e+02
490, -0.475, -0.279, -0.184, 0.833, 0.531, 0.114, 0.525, 0.221, 0.149, 30, 8, 0.5, 2.7e+02, 26, 6.5, 2.8, 2.3e+02, 30, 7.8, -2.2, 2.7e+02, 2.6e+02
488, -0.486, -0.26, -0.155, 0.847, 0.586, 0.121, 0.441, 0.377, 0.108, 30, 8, -0.88, 2.7e+02, 30, 7.4, -2.8, 2.6e+02, 29, 7.3, -2.8, 2.5e+02, 2.6e+02
487, -0.486, -0.264, -0.157, 0.843, 0.634, 0.123, 0.447, 0.172, 0.11, 30, 7.9, 0.1, 2.7e+02, 30, 8, -0.26, 2.7e+02, 30, 7.9, -0.15, 2.7e+02, 2.7e+02
489, -0.485, -0.264, -0.19, 0.828, 0.557, 0.108, 0.411, 0.389, 0.0716, 30, 7, -2, 2.4e+02, 30, 7, -1.9, 2.4e+02, 30, 7.3, 0.73, 2.5e+02, 2.5e+02
474, -0.458, -0.29, -0.184, 0.877, 0.573, 0.119, 0.417, 0.363, 0.14, 30, 7.9, 1.9, 2.7e+02, 30, 8.1, -0.21, 2.7e+02, 30, 8.1, 0.013, 2.7e+02, 2.7e+02
486, -0.481, -0.302, -0.154, 0.859, 0.554, 0.113, 0.519, 0.451, 0.104, 30, 7.1, 0.66, 2.4e+02, 30, 7, -1.7, 2.4e+02, 30, 7.2, -1.1, 2.5e+02, 2.5e+02
