T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, savg
353, -0.639, -0.374, -0.123, 1.34, 0.452, 0.122, 0.476, 0.138, 0.0342, 15, 3.1, 1.3, 1.3e+02, 15, 3.4, 0.035, 1.3e+02, 87
344, -0.743, -0.261, -0.157, 1.17, 0.525, 0.124, 0.477, 0.154, 0.0123, 15, 4, 1.5, 1.5e+02, 15, 4, 1.3, 1.5e+02, 1e+02
334, -0.528, -0.352, -0.169, 1.2, 0.458, 0.05, 0.452, 0.0405, 0.17, 15, 0.5, -1.2, 54, 15, -0.077, -0.87, 40, 31
354, -0.503, -0.373, -0.157, 1.2, 0.462, 0.101, 0.444, 0.04, 0.0472, 15, -0.26, 1.1, 42, 15, -0.034, 2, 51, 31
357, -0.357, -0.318, -0.239, 1.24, 0.477, 0.125, 0.678, 0.403, -0.289, 15, 3.9, -0.64, 1.5e+02, 9.5, 2.5, -0.6, 96, 82
354, -0.36, -0.322, -0.169, 1.04, 0.461, 0.0844, 0.445, 0.938, -0.181, 8.6, 2.3, 0.97, 88, 15, 2.3, 2.7, 1.1e+02, 67
337, -0.527, -0.318, -0.18, 1.29, 0.452, 0.132, 0.456, 0.164, 0.139, 15, 3, 0.66, 1.2e+02, 15, 2.8, 0.85, 1.2e+02, 80
356, -0.597, -0.324, -0.17, 1.22, 0.441, 0.121, 0.452, 0.163, 0.178, 15, 1.1, 2.8, 82, 13, 1.2, 2.9, 81, 54
342, -0.552, -0.358, -0.172, 1.28, 0.601, 0.142, 0.468, 0.571, 0.117, 15, 2.8, -0.45, 1.2e+02, 15, 1.6, 1.9, 87, 68
337, -0.546, -0.317, -0.215, 1.33, 0.629, 0.114, 0.522, 1.65, 0.244, 15, 0.34, 0.18, 41, 15, 0.23, 0.25, 39, 27
345, -0.467, -0.435, -0.294, 1.24, 0.497, 0.148, 0.474, 0.575, 0.0796, 1.1, -0.32, -0.11, 6.7, 1.1, -0.29, -0.13, 6.5, 4.4
344, -0.456, -0.314, -0.27, 1.23, 0.493, 0.12, 0.459, 0.417, -0.0786, 15, 2.9, 0.69, 1.2e+02, 15, 3, 0.51, 1.2e+02, 79
294, -0.366, -0.265, -0.4, 1.15, 0.524, 0.131, 0.453, 0.693, 0.0185, 1.4, -0.34, -0.0059, 7.2, 1.4, -0.35, -0.00098, 7.4, 4.9
294, -0.366, -0.265, -0.203, 1.15, 0.524, 0.131, 0.453, 0.693, 0.0185, 15, 3.7, 0.039, 1.4e+02, 15, 3.6, 0.23, 1.4e+02, 93
294, -0.366, -0.265, -0.203, 1.15, 0.524, 0.131, 0.453, 0.693, 0.0185, 15, 3.6, 0.21, 1.4e+02, 15, 3.6, -0.015, 1.4e+02, 93
294, -0.366, -0.265, -0.203, 1.15, 0.524, 0.131, 0.453, 0.693, 0.0185, 15, 3.6, -0.44, 1.4e+02, 15, 3.6, -0.31, 1.4e+02, 93
356, -0.773, -0.267, -0.199, 1.26, 0.515, 0.139, 0.467, 0.39, 0.0395, 2.5, 0.68, 0.42, 28, 13, 0.37, 2.8, 64, 30
332, -0.573, -0.239, -0.166, 1.3, 0.523, 0.0794, 0.491, 0.68, -0.00955, 15, 3.2, 0.38, 1.3e+02, 15, 2.7, -1.2, 1.1e+02, 80
342, -0.758, -0.266, -0.21, 1.29, 0.506, 0.137, 0.465, 0.416, 0.0194, 2.5, 0.83, 0.15, 31, 15, 3.4, 0.85, 1.3e+02, 55
332, -0.783, -0.271, -0.189, 1.25, 0.504, 0.0762, 0.446, 0.88, 0.0187, 4.9, 1.1, 0.45, 45, 15, 4.1, 0.75, 1.6e+02, 67
333, -0.584, -0.35, -0.245, 1.29, 0.469, 0.104, 0.479, -0.0815, 0.0692, 15, -0.32, 1.9, 51, 15, 0.41, 2.1, 60, 37
282, -0.596, -0.291, -0.245, 1.24, 0.496, 0.127, 0.475, 1.02, 0.0289, 15, -1.1, 1.6, 50, 14, 0.79, 2.9, 74, 41
298, -0.348, -0.268, -0.211, 1.51, 0.525, 0.13, 0.459, 0.75, 0.0426, 15, 3, 0.069, 1.2e+02, 15, 2.9, -0.69, 1.2e+02, 81
302, -0.351, -0.269, -0.196, 1.12, 0.525, 0.13, 0.474, 0.704, 0.0423, 15, 2.1, 1.2, 96, 15, 2, 0.98, 94, 63
342, -0.55, -0.335, -0.249, 1.32, 0.478, 0.0969, 0.464, 0.084, 0.161, 15, 3.6, 0.73, 1.4e+02, 15, 3.6, 0.98, 1.4e+02, 94
342, -0.685, -0.238, -0.202, 1.35, 0.486, 0.101, 0.473, 0.115, 0.146, 15, 2.6, 2.4, 1.2e+02, 15, 3.3, -1.2, 1.3e+02, 83
280, -0.757, -0.263, -0.149, 1.24, 0.501, 0.125, 0.637, 1.48, 0.0495, 15, -0.064, -0.26, 34, 15, 0.089, 0.0092, 34, 22
296, -0.793, -0.289, -0.167, 1.05, 0.51, 0.122, 0.853, 1.16, 0.0201, 1.5, 0.53, 0.0015, 20, 1.5, 0.55, 0.043, 20, 13
361, -0.385, -0.2, -0.199, 0.888, 0.492, 0.129, 0.621, 1.23, -0.0503, 15, 3.1, 1.4, 1.3e+02, 15, 2.8, 1.8, 1.2e+02, 82
376, -0.3, -0.245, -0.2, 0.848, 0.632, 0.134, 0.374, 0.281, -0.108, 15, 3.3, -0.75, 1.3e+02, 15, 3.4, 0.1, 1.3e+02, 88
325, -0.469, -0.254, -0.169, 1.36, 0.493, 0.0756, 0.466, 1, 0.013, 15, 1.8, 1.1, 89, 15, 2.2, 0.053, 96, 62
282, -0.529, -0.259, -0.163, 1.32, 0.495, 0.127, 0.467, 0.647, 0.0246, 15, -0.53, 0.72, 40, 15, -0.55, 1.1, 43, 28
277, -0.457, -0.329, 0, 0.2, 0.527, 0.104, 0.459, 0.433, 0.161, 1.2, 0.27, -0.076, 12, 1.2, 0.32, -0.068, 13, 8.2
281, -0.46, -0.261, -0.287, 1.11, 0.545, 0.114, 0.445, 0.17, -0.0162, 13, 0.97, 2.8, 77, 13, 0.85, 2.8, 74, 50
299, -0.484, -0.278, -0.173, 1.4, 0.495, 0.137, 0.448, 0.982, 0.0203, 15, 3.4, 0.3, 1.3e+02, 15, 3.4, 0.086, 1.3e+02, 89
340, -0.779, -0.277, -0.168, 1.11, 0.493, 0.126, 0.453, -0.208, 0.0195, 3.3, 0.79, 0.23, 32, 4.2, 0.86, 0.45, 36, 23
297, -0.34, -0.26, -0.196, 1.61, 0.488, 0.134, 0.464, 0.676, -0.0753, 15, 3.8, 0.93, 1.5e+02, 15, 3.8, 0.88, 1.5e+02, 98
300, -0.357, -0.285, -0.221, 1.04, 0.479, 0.134, 0.451, 0.736, -0.056, 15, 3.8, 1.6, 1.5e+02, 15, 4.1, 0.97, 1.6e+02, 1e+02
317, -0.481, -0.27, -0.166, 1.22, 0.533, 0.0711, 0.466, 0.355, 0.0183, 15, 2.7, 1.2, 1.2e+02, 15, 2.3, 1.7, 1e+02, 73
280, -0.313, -0.279, -0.141, 1.39, 0.497, 0.0637, 0.447, 0.526, 0.0197, 15, 2, 0.33, 92, 15, 2.1, -0.2, 94, 62
282, -0.579, -0.183, -0.198, 1.31, 0.484, 0.132, 0.272, 0.71, 0.0487, 15, -0.59, 1.2, 44, 15, -0.63, 0.89, 42, 29
290, -0.503, -0.162, -0.195, 1.31, 0.552, 0.131, 0.361, 0.556, -0.163, 15, 3, -1.2, 1.2e+02, 15, 3.1, 0.38, 1.2e+02, 83
314, -0.49, -0.211, -0.2, 1.25, 0.512, 0.132, 0.528, 0.392, -0.0712, 15, 2.5, 2.2, 1.2e+02, 15, 2, 1.9, 99, 71
269, -0.617, -0.218, -0.201, 1.06, 0.505, 0.139, 0.518, 1.22, 0.0411, 5.2, 0.89, -0.58, 40, 15, 0.14, -1.4, 48, 29
359, -0.455, -0.255, -0.231, 1.18, 0.487, 0.122, 0.463, 0.615, 0.0211, 15, 3.1, 0.57, 1.3e+02, 15, 3.3, 0.0081, 1.3e+02, 85
296, -0.358, -0.276, -0.116, 1.08, 0.513, 0.116, 0.463, 0.79, 0.0136, 15, 2.7, -0.35, 1.1e+02, 15, 2.8, 0.17, 1.1e+02, 75
326, -0.383, -0.263, -0.251, 1.37, 0.461, 0.111, 0.465, 0.701, 0.232, 15, -0.064, 0.42, 35, 15, -0.13, 0.49, 36, 24
356, -0.604, -0.338, -0.234, 1.26, 0.545, 0.0971, 0.468, 0, 0.049, 15, 2.4, 2.4, 1.1e+02, 5, 0.99, -0.74, 43, 52
328, -0.419, -0.271, -0.203, 1.13, 0.518, 0.149, 0.462, 0.691, -0.0202, 15, 2.7, 0.56, 1.1e+02, 15, 2.9, 0.37, 1.2e+02, 77
357, -0.464, -0.232, -0.2, 1.15, 0.522, 0.137, 0.464, 0.689, 0.00927, 15, 3.3, 0.46, 1.3e+02, 15, 3.2, 1.1, 1.3e+02, 86
295, -0.469, -0.29, -0.206, 1.06, 0.49, 0.135, 0.635, 0.96, 0.0492, 15, 3.5, 0.92, 1.4e+02, 15, 2.5, 2.3, 1.2e+02, 84
295, -0.431, -0.289, -0.195, 1, 0.522, 0.135, 0.797, 1.24, 0.00229, 15, 3.7, 0.33, 1.4e+02, 15, 3.8, 0.27, 1.5e+02, 96
311, -0.481, -0.335, -0.178, 1.1, 0.475, 0.144, 0.472, 0.222, 0.00174, 15, 0.46, 0.26, 46, 15, 0.12, -0.071, 35, 27
352, -0.39, -0.361, -0.264, 1.22, 0.468, 0.09, 0.466, 0.397, 0.0947, 15, 0.66, 2.1, 66, 15, 0.92, 2.4, 76, 47
294, -0.366, -0.19, -0.195, 1.21, 0.495, 0.132, 0.712, 0.873, 0.049, 15, 2.7, 0.34, 1.1e+02, 15, 2.3, 1.3, 1e+02, 72
293, -0.547, -0.179, -0.205, 1.06, 0.47, 0.132, 0.555, 0.596, -6.21e-05, 15, 3.7, 1.3, 1.4e+02, 15, 3.9, 0.58, 1.5e+02, 97
329, -0.392, -0.278, -0.164, 1.35, 0.53, 0.5, 0.467, -0.221, 0.0429, 7.6, 0.42, -0.17, 29, 2.6, 0.27, 0.047, 14, 15
338, -0.963, -0.279, -0.233, 1.33, 0.507, 0.137, 0.453, 0.569, 0.408, 1.6, -0.11, -0.077, 5.5, 1.6, -0.087, -0.087, 5.5, 3.7
342, -0.336, -0.214, -0.211, 1.38, 0.517, 0, 0.455, 0.672, -0.0631, 10, -1.1, -0.42, 33, 11, -1.1, 0.47, 35, 23
320, -0.532, -0.268, -0.202, 1.21, 0.517, 0, 0.46, 0.707, -0.0495, 15, 0.36, -0.13, 42, 15, 0.44, -0.073, 44, 29
342, -0.858, -0.198, -0.282, 1.2, 0.466, 0.108, 0.493, -0.0617, 0.117, 15, 1.7, -0.048, 82, 15, 1.6, 0.39, 81, 54
344, -0.706, -0.192, -0.314, 1.39, 0.5, 0.103, 0.478, 0.105, 0.163, 1.6, -0.37, -0.066, 7.9, 1.9, -0.35, 0.1, 8.4, 5.4
361, -0.608, -0.264, -0.15, 1.16, 0.525, 0.128, 0.444, 0.315, 0.018, 15, 0.32, 2, 58, 15, 0.2, 1.7, 52, 37
282, -0.787, -0.266, -0.213, 1.15, 0.525, 0.131, 0.458, 0.475, 0.0209, 3.3, 0.42, 0.43, 22, 2.4, 0.52, 0.19, 22, 15
358, -0.873, -0.187, -0.176, 1.26, 0.492, 0.118, 0.711, 0.759, 0.105, 3.4, 0.83, 0.47, 34, 2.4, 0.38, 0.64, 21, 18
337, -0.671, -0.215, -0.197, 1.21, 0.464, 0.115, 0.634, 0.908, 0.0462, 15, -0.37, 2.3, 54, 14, 0.16, 2.9, 62, 39
282, -0.389, -0.208, -0.202, 1.15, 0.524, 0.137, 0.454, 0.697, -0.0641, 15, 1.4, 2.9, 92, 15, 1.4, 2.9, 91, 61
347, -0.404, -0.223, -0.202, 1.5, 0.523, 0.14, 0.463, 0.682, -0.0424, 15, 0.87, 2.5, 75, 15, 0.92, 2.4, 75, 50
322, -0.386, -0.309, -0.192, 1.08, 0.484, 0.137, 0.464, 0.762, 0.0719, 15, 0.51, -1.4, 56, 15, 1, -1.3, 68, 41
352, -0.4, -0.423, -0.19, 1.19, 0.499, 0.137, 0.462, 0.677, -0.00203, 2.8, 0.82, 0.39, 32, 15, 1.4, 2.5, 88, 40
305, -0.362, -0.268, -0.192, 1.32, 0.431, 0.144, 0.45, 0.399, 0.13, 15, 0.13, 1.2, 46, 15, 0.37, 0.35, 43, 30
314, -0.765, -0.242, -0.211, 1.1, 0.471, 0.11, 0.443, -0.0213, 0.047, 1.5, -0.17, -0.14, 6.2, 2.3, 0.098, -0.092, 8.9, 5
292, -0.649, -0.213, -0.104, 0.928, 0.426, 0.146, 0.477, 1.3, 0.0479, 2.2, 0.56, -0.03, 22, 1.9, 0.43, -0.11, 18, 13
364, -0.919, -0.208, -0.13, 1.35, 0.481, 0.134, 0.567, 0.716, 0.036, 15, 1.3, 1.9, 80, 7.4, 0.79, 1.4, 48, 43
340, -0.473, -0.322, -0.23, 1.25, 0.478, 0.115, 0.485, 0.00168, 0.0681, 15, 3, 0.83, 1.2e+02, 15, 3, 0.9, 1.2e+02, 81
288, -0.546, -0.258, -0.222, 1.25, 0.477, 0.112, 0.446, 0.741, 0.0906, 15, 3.9, 1.2, 1.5e+02, 15, 3.6, 1.3, 1.4e+02, 97
294, -0.366, -0.265, -0.203, 1.15, 0.524, 0.131, 0.453, 0.693, 0.0185, 15, 3.7, 0.087, 1.4e+02, 15, 3.6, -0.038, 1.4e+02, 93
294, -0.366, -0.265, -0.203, 1.15, 0.524, 0.131, 0.453, 0.693, 0.0185, 15, 3.6, -0.095, 1.4e+02, 15, 3.6, -0.49, 1.4e+02, 93
292, -0.657, -0.273, -0.198, 1.34, 0.531, 0.148, 0.467, 0.385, 0.0207, 15, -0.35, 1.7, 49, 15, -0.39, 1.7, 48, 32
354, -0.53, -0.273, -0.15, 1.34, 0.512, 0.115, 0.467, 0.485, 0.00566, 15, 2.7, 1.6, 1.2e+02, 15, 2.6, 1.7, 1.1e+02, 76
347, -0.752, -0.323, -0.312, 1.26, 0.498, 0.106, 0.477, 0.149, 0.025, 1.5, -0.34, -0.021, 7.4, 1.4, -0.35, -0.017, 7.2, 4.9
347, -0.668, -0.266, -0.113, 1.25, 0.477, 0.0968, 0.477, 0.154, 0.189, 15, 2.5, -0.72, 1.1e+02, 15, 2.5, 1, 1.1e+02, 71
295, -0.532, -0.217, -0.199, 1.17, 0.529, 0.13, 0.444, 1.24, 0.0312, 15, 3.9, 0.46, 1.5e+02, 15, 3.8, 0.86, 1.5e+02, 98
290, -0.634, -0.225, -0.206, 1.15, 0.517, 0.135, 0.551, 0.829, 0.0562, 15, 4.1, 1.4, 1.6e+02, 15, 4.4, -0.16, 1.6e+02, 1.1e+02
301, -0.344, -0.265, -0.206, 1.31, 0.525, 0.131, 0.455, 0.693, -0.0096, 15, 2.8, 1, 1.2e+02, 15, 2.4, 1.3, 1.1e+02, 74
297, -0.369, -0.265, -0.2, 1.16, 0.524, 0.131, 0.442, 0.683, -0.0322, 15, 3.5, 0.48, 1.4e+02, 15, 3.9, 0.25, 1.5e+02, 95
344, -0.568, -0.353, -0.308, 1.11, 0.486, 0.119, 0.442, -0.00733, 0.15, 15, 3.8, 0.28, 1.4e+02, 15, 3.6, 1.4, 1.4e+02, 95
344, -0.568, -0.353, -0.308, 1.11, 0.486, 0.119, 0.442, -0.00733, 0.15, 15, 3.6, 1.2, 1.4e+02, 15, 3.5, 1.8, 1.4e+02, 94
341, -0.863, -0.397, -0.295, 1.3, 0.481, 0.0973, 0.479, 0.147, 0.124, 1.4, -0.33, 0.017, 7, 1.7, -0.29, -0.014, 7.3, 4.8
341, -0.53, -0.289, -0.201, 1.3, 0.449, 0.0909, 0.481, 0.148, 0.145, 15, 3.2, 0.34, 1.3e+02, 15, 3.1, -0.75, 1.2e+02, 84
310, -0.32, -0.294, -0.304, 0.97, 0.479, 0.129, 0.453, 0.637, -0.00528, 1.4, -0.29, 0.04, 6.8, 1.4, -0.3, 0.033, 6.8, 4.5
296, -0.399, -0.285, -0.283, 1.38, 0.49, 0.133, 0.433, 0.43, 0.0192, 15, 4, 0.23, 1.5e+02, 15, 3.6, 1, 1.4e+02, 97
364, -0.323, -0.298, -0.231, 1.2, 0.5, 0.146, 0.457, 0.218, 0.224, 15, 0.36, 0.073, 42, 15, 0.7, 1.8, 65, 35
335, -0.539, -0.336, -0.228, 1.12, 0.533, 0.0981, 0.467, 0.071, 0.135, 15, 3.5, 0.11, 1.4e+02, 15, 2.9, 1.9, 1.2e+02, 87
320, -0.596, -0.269, -0.234, 0.915, 0.516, 0.13, 0.345, 1.16, 0.201, 5.2, 0.95, 0.48, 41, 4.8, 0.64, 0.57, 32, 24
278, -0.473, -0.371, -0.163, 1.01, 0.528, 0.0933, 0.583, 0.637, -0.0382, 2.2, 0.65, 0.1, 25, 2.2, 0.68, 0.045, 26, 17
322, -0.621, -0.339, -0.226, 1.3, 0.535, 0.114, 0.477, 0.554, -0.0161, 15, 2.3, -2.2, 1.1e+02, 15, 2.2, -2.1, 1.1e+02, 71
351, -0.502, -0.383, -0.25, 1.13, 0.512, 0.121, 0.457, 0.714, 0.0147, 1.5, -0.25, -0.14, 6.7, 2.3, 0.73, 0.3, 28, 12
291, -0.601, -0.191, -0.196, 1.01, 0.482, 0.134, 0.809, 1.08, 0.0625, 15, 3.9, 1.2, 1.5e+02, 15, 3.6, 1.7, 1.4e+02, 98
291, -0.601, -0.191, -0.196, 1.01, 0.482, 0.134, 0.809, 1.08, 0.0625, 15, 3.7, 1.6, 1.5e+02, 15, 3.7, 1.5, 1.4e+02, 97
386, -0.427, -0.294, -0.201, 1.22, 0.517, 0.155, 0.499, 0.371, -0.275, 15, 4.4, 0.082, 1.6e+02, 15, 4.1, -1.1, 1.6e+02, 1.1e+02
350, -0.146, -0.196, -0.199, 1.14, 0.522, 0.154, 0.55, 0.537, 0.352, 15, 1.3, -0.026, 69, 15, 1.3, -0.23, 69, 46
330, -0.539, -0.34, -0.189, 1.21, 0.462, 0.0925, 0.445, -0.048, 0.201, 15, -0.036, 0.091, 32, 15, 0.42, 0.12, 44, 25
311, -0.426, -0.25, -0.183, 1.09, 0.509, 0.137, 0.477, 0.356, 0.0246, 15, 0.6, 1.6, 60, 15, 1.7, 1.2, 84, 48
359, -0.566, -0.414, -0.174, 1.14, 0.504, 0.109, 0.532, -0.37, 0.1, 15, -0.095, -0.43, 35, 15, 0.078, -0.95, 42, 26
335, -0.593, -0.313, -0.257, 1.2, 0.488, 0.123, 0.539, -0.279, 0.0834, 15, -0.34, 1.4, 46, 15, -0.85, 1.2, 46, 31
341, -0.562, -0.387, -0.305, 1.26, 0.465, 0.103, 0.479, 0.153, 0.166, 15, 3.6, 0.73, 1.4e+02, 15, 3.8, 0.84, 1.5e+02, 95
342, -0.635, -0.328, -0.289, 1.3, 0.48, 0.0845, 0.479, 0.149, 0.148, 15, 3.5, 0.76, 1.4e+02, 15, 3.6, 0.14, 1.4e+02, 92
333, -0.266, -0.234, -0.205, 1.12, 0.53, 0.115, 0.44, 0.354, -0.0319, 15, 1.3, 2.1, 81, 15, 0.96, 2.1, 73, 51
339, -0.664, -0.264, -0.318, 1.13, 0.514, 0.134, 0.438, 0.368, 0.00367, 1, -0.32, -0.073, 6.4, 1, -0.32, -0.069, 6.3, 4.2
341, -0.789, -0.242, -0.178, 1.3, 0.453, 0.0899, 0.484, 0.144, 0.113, 15, 3.8, 1.6, 1.5e+02, 15, 4, 1.3, 1.5e+02, 1e+02
341, -0.789, -0.242, -0.178, 1.3, 0.453, 0.0899, 0.484, 0.144, 0.113, 15, 4, 1.3, 1.5e+02, 15, 4.1, 0.87, 1.5e+02, 1e+02
344, -0.562, -0.382, -0.284, 1.19, 0.484, 0.114, 0.438, 0.166, 0, 15, 4.1, 0.65, 1.5e+02, 2.5, 0.78, -0.007, 29, 61
342, -0.556, -0.377, -0.324, 1.03, 0.48, 0.0968, 0.443, -0.0731, 0.15, 15, 4, 0.71, 1.5e+02, 15, 4.1, 0.52, 1.5e+02, 1e+02
326, -0.469, -0.338, -0.247, 1.48, 0.547, 0.129, 0.474, 0.415, 0.117, 15, 2.8, -0.92, 1.2e+02, 15, 2.9, 0.42, 1.2e+02, 78
299, -0.594, -0.228, -0.267, 1.59, 0.471, 0.112, 0.476, 0.501, 0.2, 15, 2.3, -0.29, 99, 15, 2.5, -0.13, 1.1e+02, 68
281, -0.488, -0.247, -0.219, 1.14, 0.475, 0.0912, 0.485, 0.356, -0.0375, 15, 3.4, -0.22, 1.3e+02, 15, 3.7, -0.29, 1.4e+02, 91
310, -0.65, -0.301, -0.261, 1.12, 0.547, 0.127, 0.425, 0.914, -0.00471, 15, -0.78, 1.1, 45, 15, 1, 2.1, 76, 40
431, -0.429, -0.291, -0.195, 0.955, 0.517, 0.157, 0.732, 1.12, 0.00722, 15, 2.8, 0.11, 1.2e+02, 15, 3, -0.055, 1.2e+02, 79
299, -0.428, -0.294, -0.203, 0.921, 0.516, 0.143, 0.876, 0.0572, -0.313, 15, 2.5, 0.68, 1.1e+02, 13, 2.7, -0.17, 1.1e+02, 72
281, -0.543, -0.268, -0.195, 1.12, 0.5, 0.119, 0.443, 0.627, 0.13, 15, 0.42, 0.12, 44, 15, 0.59, 0.26, 49, 31
351, -0.274, -0.292, -0.261, 1.1, 0.516, 0.135, 0.441, -0.331, 0.0176, 15, 2.4, 1.3, 1.1e+02, 15, 2.7, 0.55, 1.1e+02, 73
342, -0.558, -0.38, -0.263, 1.26, 1.12, 0.102, 0.478, 0.154, 0.15, 0.65, 0.39, -0.022, 14, 0.68, 0.4, -0.02, 14, 9.5
337, -0.586, -0.254, -0.262, 1.11, 0.51, 0.157, 0.435, 0.654, 0.108, 1.2, -0.31, -0.087, 6.6, 1.3, -0.24, -0.13, 6.3, 4.3
347, -0.578, -0.32, -0.236, 1.12, 0.485, 0.141, 0.449, 0.477, 0.0135, 1.8, -0.14, -0.046, 6, 1.7, -0.12, -0.048, 5.8, 3.9
292, -0.488, -0.301, -0.197, 1.15, 0.495, 0.137, 0.466, 0.741, -0.0501, 15, 4, 0.81, 1.5e+02, 15, 4.1, 1.3, 1.6e+02, 1e+02
279, -0.441, -0.301, -0.23, 1.48, 0.532, 0.133, 0.456, 0.678, -0.0568, 14, 1.5, 2.9, 92, 14, 1.2, 2.9, 84, 59
339, -0.686, -0.213, -0.198, 1.3, 0.434, 0.105, 0.485, 0.145, 0.0877, 15, 3, 1.2, 1.2e+02, 15, 3.3, -1.1, 1.3e+02, 85
342, -0.72, -0.299, -0.169, 1.3, 0.441, 0.0798, 0.486, 0.142, 0.169, 15, 3.7, 0.067, 1.4e+02, 15, 3.7, 0.51, 1.4e+02, 95
296, -0.37, -0.265, -0.204, 1.16, 0.524, 0.131, 0.441, 0.695, 0.0248, 15, 3.3, -0.43, 1.3e+02, 15, 3.4, -0.037, 1.3e+02, 88
296, -0.364, -0.265, -0.203, 1.15, 0.524, 0.131, 0.443, 0.682, -0.0295, 15, 3.9, -0.21, 1.5e+02, 15, 3.9, -0.4, 1.5e+02, 98
392, -0.414, -0.199, -0.201, 1.42, 0.52, 0.145, 0.48, 0.236, -0.135, 15, 2.8, -1.5, 1.2e+02, 12, 2.9, 0.79, 1.1e+02, 77
394, -0.485, -0.286, -0.2, 1.21, 0.525, 0.157, 0.497, 0.517, -0.25, 15, 4, 0.29, 1.5e+02, 15, 4.3, 0.83, 1.6e+02, 1e+02
331, -0.556, -0.134, -0.269, 1.03, 0.483, 0.113, 0.278, 0.573, 0.144, 15, -0.25, 0.56, 37, 15, -0.22, 0.23, 34, 24
313, -0.616, -0.289, -0.221, 1.08, 0.482, 0.14, 0.502, 1.59, 0.151, 2.7, 0.55, 0.52, 25, 2, -0.018, 0.062, 5.7, 10
294, -0.339, -0.265, -0.217, 1.02, 0.502, 0.134, 0.513, 1.1, -0.0946, 15, 3.1, 1.3, 1.3e+02, 15, 3.7, 1.4, 1.4e+02, 90
299, -0.51, -0.3, -0.19, 1.11, 0.488, 0.135, 0.547, 0.858, 0.00199, 15, 3.8, 0.67, 1.4e+02, 15, 3.8, 0.41, 1.5e+02, 97
366, -0.743, -0.298, -0.171, 1.23, 0.428, 0.116, 0.479, 0.376, -0.337, 1.8, 0.54, 0.029, 21, 2.2, 0.6, -0.23, 24, 15
373, -0.261, -0.4, -0.208, 1.23, 0.479, 0.151, 0.489, 0.0487, -0.0697, 3.6, 1.1, 0.34, 42, 3.4, 1.1, 0.32, 41, 28
286, -0.428, -0.33, -0.282, 1.25, 0.489, 0.0934, 0.475, 0.164, -0.0807, 15, 3.5, -0.23, 1.4e+02, 15, 3.2, 1.4, 1.3e+02, 89
358, -0.453, -0.321, -0.248, 1.27, 0.526, 0.129, 0.464, 0.893, -0.0243, 11, 0.87, 2.9, 71, 11, 0.91, 2.9, 72, 48
369, -0.638, -0.301, -0.211, 1.22, 0.481, 0.0817, 0.564, 0.176, 0.379, 15, 2.7, 0.41, 1.1e+02, 15, 2.5, 0.78, 1.1e+02, 73
356, -0.338, -0.282, -0.191, 1.25, 0.533, 0.147, 0.528, 0.133, 0, 15, 3, 0.15, 1.2e+02, 15, 2.7, 0.74, 1.1e+02, 77
295, -0.399, -0.264, -0.194, 1.24, 0.524, 0.13, 0.464, 0.684, -0.0078, 15, 3.9, 0.07, 1.5e+02, 15, 3.9, -0.18, 1.5e+02, 99
294, -0.358, -0.267, -0.204, 1.25, 0.525, 0.13, 0.463, 0.687, 0.0124, 15, 3.5, -0.44, 1.4e+02, 15, 3.6, -0.039, 1.4e+02, 92
297, -0.508, -0.231, -0.204, 1.26, 0.521, 0.132, 0.553, 0.776, -0.0859, 15, 3.9, -0.83, 1.5e+02, 15, 4, -0.62, 1.5e+02, 1e+02
292, -0.462, -0.235, -0.202, 1.14, 0.519, 0.137, 0.566, 0.745, 0.0509, 15, 3.5, 0.81, 1.4e+02, 15, 3.5, 1.1, 1.4e+02, 92
324, -0.591, -0.393, -0.32, 1.02, 0.482, 0.12, 0.838, 0.336, 0.0879, 1, -0.32, -0.1, 6.3, 1, -0.33, -0.092, 6.4, 4.2
332, -0.584, -0.268, -0.297, 0.997, 0.485, 0.12, 0.512, -0.0227, 0.0919, 15, 2.8, 1.7, 1.2e+02, 14, 0.19, 2.8, 61, 60
297, -0.65, -0.233, -0.252, 1.26, 0.521, 0.132, 0.56, 0.772, -0.0625, 15, 4.8, 0.053, 1.8e+02, 15, 4, 1, 1.5e+02, 1.1e+02
297, -1, -0.22, -0.198, 1.23, 0.505, 0.134, 0.531, 0.784, -0.0778, 2.2, 0.68, 0.12, 26, 2.3, 0.64, 0.22, 25, 17
297, -0.709, -0.295, -0.218, 1.16, 0.487, 0.133, 0.938, 1.13, 0.0715, 2.8, 0.74, 0.21, 29, 15, 3.3, 1, 1.3e+02, 54
299, -0.397, -0.288, -0.199, 0.768, 0.478, 0.13, 0.423, 0.815, 0.0327, 15, 3.4, 0.19, 1.3e+02, 15, 3.4, 0.36, 1.3e+02, 90
283, -0.419, -0.295, -0.198, 1.26, 0.528, 0.144, 0.465, 0.44, -0.0941, 14, 1.1, 2.9, 81, 14, 0.75, 2.8, 73, 51
363, -0.404, -0.294, -0.2, 1.12, 0.512, 0.129, 0.497, 0.642, -0.358, 3.3, 0.88, 0.12, 34, 2.2, 0.68, -0.019, 26, 20
349, -0.507, -0.231, -0.195, 1.3, 0.5, 0.13, 0.462, 0.663, -0.0554, 15, 2.7, 1.9, 1.2e+02, 15, 3.4, -0.78, 1.3e+02, 84
