T, A, B, Oc, C, Oj, tj, Dp, Dn, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
408, -0.34, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 1.6, -0.24, 0.21, 5.7, 1.5, -0.25, 0.17, 5.5, 1.4, -0.29, 0.14, 5.6, 5.6
482, -0.378, -0.202, -0.315, 0.78, 0.58, 0.228, 0.33, 0.099, 14, 1.2, -2.8, 71, 30, 6, -1.7, 2.1e+02, 27, 4.9, -2.8, 1.8e+02, 1.5e+02
482, -0.34, -0.0938, -0.315, 0.676, 0.587, 0.228, 0.272, 0.099, 25, 3.6, -2.8, 1.4e+02, 20, 2.5, -2.8, 1.1e+02, 30, 5, -2.2, 1.9e+02, 1.5e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.3, -1.4, 2.2e+02, 30, 6.3, 1.3, 2.2e+02, 30, 6.5, -0.5, 2.3e+02, 2.2e+02
482, -0.378, -0.0938, -0.315, 0.78, 0.587, 0.214, 0.33, 0, 30, 5.4, 0.99, 1.9e+02, 30, 5.5, 0.7, 2e+02, 26, 3.5, 2.9, 1.4e+02, 1.8e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 5.6, -1.1, 2e+02, 30, 5.4, -1.8, 2e+02, 30, 5.5, -0.52, 2e+02, 2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.193, 0, 0.099, 30, 6.3, 0.24, 2.2e+02, 30, 6.2, -1.1, 2.2e+02, 30, 6.2, -0.91, 2.2e+02, 2.2e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.272, 0.099, 30, 5.5, 1.5, 2e+02, 25, 3.5, 2.9, 1.4e+02, 30, 5.8, 0.37, 2e+02, 1.8e+02
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0, 24, -3, -1.4, 58, 22, 4.3, 2.9, 1.6e+02, 27, 5.6, 2.9, 2e+02, 1.4e+02
482, -0.34, -0.202, -0.315, 0.78, 0.587, 0.228, 0.272, 0.099, 24, 3.5, -2.8, 1.4e+02, 29, 4.7, -2.8, 1.8e+02, 26, 4, -2.8, 1.6e+02, 1.6e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 25, 4.3, -2.8, 1.6e+02, 30, 6, 0.3, 2.1e+02, 30, 5.9, 0.65, 2.1e+02, 1.9e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.108, 19, 3.2, 2.9, 1.3e+02, 18, 2.9, 2.9, 1.2e+02, 22, 4.2, 2.9, 1.6e+02, 1.3e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.108, 30, 6.2, 2.2, 2.2e+02, 22, 3.7, 2.9, 1.5e+02, 30, 6.1, 2.9, 2.2e+02, 2e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.214, 0.33, 0, 30, 5.7, 0.57, 2e+02, 30, 5.6, 0.14, 2e+02, 30, 5.7, -0.47, 2e+02, 2e+02
482, -0.34, -0.4, -0.315, 0.78, 0.587, 0.214, 0.272, 0.099, 30, 5.1, 1.5, 1.9e+02, 29, 4.6, -2.8, 1.8e+02, 29, 4.5, 2.8, 1.7e+02, 1.8e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.1, -0.36, 2.1e+02, 30, 5.3, 2.4, 2e+02, 25, 3.8, 2.8, 1.5e+02, 1.9e+02
408, -0.378, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 29, 5.1, -2.8, 1.9e+02, 23, 4.7, 2.9, 1.7e+02, 27, 3.8, -2.8, 1.5e+02, 1.7e+02
482, -0.34, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 15, 1.3, -2.8, 72, 19, 2.7, -2.8, 1.1e+02, 18, 2.4, -2.8, 1e+02, 97
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 19, 2.6, -2.8, 1.1e+02, 20, 2.7, -2.8, 1.2e+02, 3.8, 0.66, 0.18, 25, 84
482, -0.316, -0.202, -0.315, 0.676, 0.587, 0.214, 0, 0.099, 30, 5, -1.9, 1.8e+02, 29, 4.6, -2.8, 1.7e+02, 30, 5, -2, 1.8e+02, 1.8e+02
408, -0.34, -0.202, -0.315, 0.676, 0.464, 0.214, 0.33, 0.108, 14, 0.63, 2.8, 57, 14, 1.1, 2.9, 66, 15, 1.5, 2.9, 78, 67
482, -0.34, -0.179, -0.315, 0.676, 0.587, 0.193, 0.33, 0.099, 30, 5.6, -2.2, 2e+02, 23, 3.6, -2.8, 1.4e+02, 30, 5.7, -2, 2.1e+02, 1.8e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 5.8, 0.82, 2.1e+02, 22, 2.2, 2.9, 1e+02, 21, 3.1, -2.8, 1.2e+02, 1.4e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 18, 2.3, -2.8, 1e+02, 30, 5.9, 0.15, 2.1e+02, 30, 5.8, 0.088, 2.1e+02, 1.7e+02
482, -0.378, -0.202, -0.315, 0.78, 0.58, 0.214, 0.33, 0.099, 9.4, 0.93, -1.4, 46, 30, 5.1, 2.3, 1.9e+02, 26, 3.9, 2.9, 1.5e+02, 1.3e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.228, 0.33, 0.099, 30, 5.9, 0.34, 2.1e+02, 30, 5.9, 0.42, 2.1e+02, 30, 5.7, 1.2, 2e+02, 2.1e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.214, 0.272, 0.099, 19, 3.1, 2.9, 1.2e+02, 30, 6.2, -0.68, 2.2e+02, 21, 3.5, 2.9, 1.4e+02, 1.6e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.193, 0.33, 0.099, 30, 6.4, 1.1, 2.2e+02, 30, 6.3, -1.4, 2.2e+02, 30, 6.4, 0.71, 2.2e+02, 2.2e+02
482, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.108, 3.6, -0.24, 0.18, 7.6, 30, 0.49, 0.095, 46, 30, 6.3, 2.5, 2.2e+02, 93
408, -0.378, -0.179, 0, 0.676, 0.464, 0.193, 0.272, 0.099, 30, -0.014, 0.16, 33, 30, 0.0032, 0.0069, 31, 30, -0.061, 0.066, 32, 32
482, -0.34, -0.202, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 5.9, -0.96, 2.1e+02, 30, 5.9, -0.72, 2.1e+02, 30, 5.6, -2.1, 2e+02, 2.1e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.228, 0.33, 0.099, 30, 5.7, 1.5, 2e+02, 21, 2.8, 2.9, 1.2e+02, 30, 5.9, 0.025, 2.1e+02, 1.8e+02
482, -0.378, -0.202, -0.315, 0.676, 0.464, 0.193, 0.33, 0.099, 28, 6.8, 2.9, 2.4e+02, 16, 3, 2.9, 1.2e+02, 30, 7.7, 1.1, 2.6e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 30, 6.5, -0.97, 2.3e+02, 30, 6.5, -0.92, 2.3e+02, 30, 6.3, -1.6, 2.2e+02, 2.2e+02
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 5.5, -2.1, 2e+02, 27, 4.9, -2.8, 1.8e+02, 18, 2.2, -2.8, 1e+02, 1.6e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.214, 0.33, 0, 30, 5.7, -0.1, 2e+02, 30, 4.9, 2.2, 1.8e+02, 30, 5.2, 2, 1.9e+02, 1.9e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 5.9, -0.067, 2.1e+02, 30, 5.9, 0.11, 2.1e+02, 30, 5.9, 0.4, 2.1e+02, 2.1e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.214, 0.33, 0.099, 30, 5.3, 2.4, 2e+02, 30, 5.6, 1.6, 2e+02, 30, 5.4, 1.8, 2e+02, 2e+02
482, -0.378, -0.202, -0.315, 0.78, 0.587, 0.193, 0.33, 0.108, 30, 6, -1.4, 2.1e+02, 30, 6.2, 0.067, 2.2e+02, 30, 5.7, 2.4, 2.1e+02, 2.1e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.58, 0.228, 0.33, 0.099, 30, 5.7, -1.6, 2e+02, 30, 5.4, 2.9, 2e+02, 30, 5.7, 1.3, 2e+02, 2e+02
482, -0.378, -0.202, -0.315, 0.78, 0.587, 0.193, 0.272, 0.099, 30, 5.5, -2.2, 2e+02, 30, 5.6, 1.6, 2e+02, 30, 5.6, 2, 2e+02, 2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 6.4, -0.43, 2.2e+02, 30, 6.4, 0.27, 2.2e+02, 30, 6.4, 0.25, 2.2e+02, 2.2e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 5.9, -0.13, 2.1e+02, 30, 5.7, -1.2, 2e+02, 30, 5.9, -0.2, 2.1e+02, 2.1e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.1, -0.24, 2.1e+02, 30, 6, -0.13, 2.1e+02, 30, 5.7, 1.3, 2e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.728, 0.58, 0.193, 0.272, 0.108, 30, 5.7, 2.9, 2.1e+02, 30, 6.3, -1.5, 2.2e+02, 27, 5.1, 2.9, 1.9e+02, 2.1e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 30, 6.2, 1.2, 2.2e+02, 16, 1.4, 2.8, 76, 30, 6.4, 1.3, 2.2e+02, 1.7e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 23, 4.2, 2.9, 1.6e+02, 27, 5.3, 2.9, 1.9e+02, 30, 6.6, -0.17, 2.3e+02, 1.9e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 18, 3, 2.8, 1.2e+02, 30, 6.4, 1, 2.2e+02, 22, 4.2, 2.9, 1.6e+02, 1.7e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 30, 6.5, 0.79, 2.3e+02, 30, 6.1, 2.3, 2.2e+02, 30, 6.3, 1.8, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 29, 5.4, -2.8, 2e+02, 30, 6.6, 0.065, 2.3e+02, 30, 6.5, -0.72, 2.3e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 20, 2.9, 2.9, 1.2e+02, 30, 6.5, -0.5, 2.3e+02, 30, 6.5, -0.35, 2.3e+02, 1.9e+02
482, -0.34, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.1, -0.14, 2.1e+02, 30, 5.9, -1.2, 2.1e+02, 30, 5.6, -2.2, 2e+02, 2.1e+02
408, -0.378, -0.202, -0.315, 0.676, 0.464, 0.193, 0.33, 0.099, 14, 1.7, 2.9, 82, 14, 1.9, 2.9, 88, 15, 2, 2.9, 92, 87
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 30, 5.3, 1.7, 1.9e+02, 29, 4.7, 2.9, 1.8e+02, 30, 5.6, 0.71, 2e+02, 1.9e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.253, 0.099, 24, 3.1, 2.9, 1.3e+02, 30, 5.7, 0.66, 2e+02, 30, 5.8, 0.065, 2e+02, 1.8e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.193, 0, 0, 30, 5.9, -1.6, 2.1e+02, 30, 6.1, -1.2, 2.1e+02, 30, 6.2, -0.63, 2.2e+02, 2.1e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.5, -0.59, 2.2e+02, 30, 6.5, -0.31, 2.3e+02, 30, 6.5, -0.7, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.6, 0.042, 2.3e+02, 30, 6.6, -0.38, 2.3e+02, 30, 6.2, 2.1, 2.2e+02, 2.3e+02
482, -0.34, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 6, -0.71, 2.1e+02, 27, 4.6, -2.8, 1.7e+02, 30, 5.7, -2.2, 2.1e+02, 2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.272, 0.099, 30, 6.4, -0.76, 2.2e+02, 30, 6.4, 0.71, 2.2e+02, 30, 6.3, 1.5, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.272, 0.108, 30, 6.5, -0.42, 2.3e+02, 30, 6.5, 0.53, 2.3e+02, 30, 6.2, -2, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 30, 6.3, 0.16, 2.2e+02, 30, 6.2, 0.27, 2.2e+02, 30, 6.2, -0.69, 2.2e+02, 2.2e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.193, 0.33, 0, 30, 5.5, 1.8, 2e+02, 30, 5.8, 0.86, 2e+02, 30, 5.7, 1.1, 2e+02, 2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0, 0, 30, 6.1, -1.3, 2.1e+02, 30, 6.1, -1.1, 2.2e+02, 30, 6.2, -0.53, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.6, 0.14, 2.3e+02, 30, 6.3, 1.6, 2.2e+02, 30, 6.6, 0.45, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.272, 0.099, 30, 6.4, -0.028, 2.2e+02, 30, 6.5, 0.19, 2.3e+02, 30, 6.5, 0.079, 2.3e+02, 2.2e+02
482, -0.34, -0.0938, -0.315, 0.676, 0.464, 0.228, 0.33, 0.108, 18, 1.2, 2.8, 74, 18, 0.77, 2.8, 64, 30, 5.2, 1.9, 1.9e+02, 1.1e+02
408, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.33, 0.099, 1.4, -0.33, 0.11, 5.9, 1.3, -0.33, 0.023, 5.6, 1.3, -0.34, 0.021, 5.7, 5.7
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.4, -0.96, 2.2e+02, 30, 6.1, -2.3, 2.2e+02, 30, 6.4, -0.85, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.728, 0.58, 0.214, 0.33, 0, 27, 4.9, -2.8, 1.8e+02, 30, 6.6, -0.72, 2.3e+02, 8.5, 1.2, 0.31, 45, 1.5e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.5, -0.37, 2.3e+02, 30, 6.5, -0.72, 2.3e+02, 30, 6.4, -1.2, 2.2e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.4, -1.2, 2.2e+02, 30, 6.4, -1.3, 2.2e+02, 30, 6.3, -1.4, 2.2e+02, 2.2e+02
482, -0.34, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 5.7, -2, 2.1e+02, 30, 5.9, -1.1, 2.1e+02, 30, 6, -0.64, 2.1e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.6, -0.2, 2.3e+02, 25, 4.6, 2.9, 1.7e+02, 30, 6.5, -1.4, 2.3e+02, 2.1e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 6.3, -2, 2.2e+02, 6.3, 1.3, 0.59, 47, 30, 6.4, 0.39, 2.2e+02, 1.6e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 5.6, 1.9, 2e+02, 30, 5.9, -0.63, 2.1e+02, 30, 5.9, -0.68, 2.1e+02, 2.1e+02
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.9, -0.87, 2.1e+02, 30, 5.9, 0.46, 2.1e+02, 30, 6, -0.4, 2.1e+02, 2.1e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 25, 4.7, 2.9, 1.8e+02, 30, 6.5, -0.94, 2.3e+02, 30, 6.5, -0.89, 2.3e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.272, 0.099, 30, 6.5, 0.1, 2.3e+02, 30, 6.4, -1.3, 2.2e+02, 30, 6.3, 1.7, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.464, 0.193, 0.33, 0, 20, 4.1, 2.9, 1.5e+02, 14, 1.4, 2.8, 75, 18, 3.5, 2.8, 1.3e+02, 1.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6, -2.3, 2.2e+02, 30, 6.5, 0.19, 2.3e+02, 30, 6.3, -1.2, 2.2e+02, 2.2e+02
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.9, -0.97, 2.1e+02, 30, 5.9, -0.8, 2.1e+02, 28, 5, 2.9, 1.9e+02, 2e+02
408, -0.34, -0.202, -0.315, 0.676, 0.464, 0.193, 0.33, 0.099, 16, 1.6, 2.9, 82, 15, 1.5, 2.9, 79, 14, 1.4, 2.9, 76, 79
482, -0.34, -0.179, -0.315, 0.676, 0.587, 0.214, 0, 0.099, 3.8, 0.61, 0.25, 24, 17, 1.8, -2.8, 89, 21, 3, -2.8, 1.2e+02, 79
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.193, 0.33, 0.108, 30, 6.4, -1.2, 2.2e+02, 30, 6.5, 0.3, 2.2e+02, 30, 6.5, -0.041, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.193, 0, 0, 21, -1, 2.9, 53, 30, 6, -1.7, 2.1e+02, 30, 6.1, -1.2, 2.2e+02, 1.6e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.4, -0.81, 2.2e+02, 30, 6.2, -2.2, 2.2e+02, 30, 6.4, -0.8, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.33, 0, 30, 6.4, 1.3, 2.2e+02, 30, 6.6, -0.025, 2.3e+02, 30, 6.5, 1.1, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.272, 0.108, 30, 6.4, 1.1, 2.2e+02, 30, 6.5, 0.77, 2.3e+02, 30, 6.5, 0.31, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 6.6, -0.66, 2.3e+02, 30, 6.4, 1.6, 2.2e+02, 30, 6.4, 1.2, 2.2e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 28, 5.5, 2.9, 2e+02, 30, 6.3, -1.4, 2.2e+02, 30, 6.4, -0.84, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0, 0.099, 17, 2, 2.8, 92, 30, 6.2, -0.81, 2.2e+02, 30, 6.2, -0.45, 2.2e+02, 1.8e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.193, 0.33, 0.099, 30, 6.4, -0.62, 2.2e+02, 30, 6.3, -1.4, 2.2e+02, 30, 6.5, 0.04, 2.3e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.5, -0.31, 2.3e+02, 30, 6.5, -0.3, 2.3e+02, 30, 6.5, -0.42, 2.2e+02, 2.3e+02
482, -0.378, -0.202, -0.0222, 0.676, 0.58, 0.214, 0.272, 0.099, 1.5, 0.46, 0.033, 16, 30, 1.5, 0.016, 76, 2, 0.47, 0.042, 17, 36
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.4, 0.14, 2.2e+02, 30, 6.5, 0.43, 2.3e+02, 30, 6.4, 0.63, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.272, 0, 21, 3.5, 2.9, 1.4e+02, 30, 6.4, 1.2, 2.2e+02, 30, 6.2, 1.8, 2.2e+02, 1.9e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.193, 0.33, 0, 30, 6.4, 0.44, 2.2e+02, 30, 6.5, 0.88, 2.3e+02, 26, 5, 2.9, 1.8e+02, 2.1e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.33, 0.099, 30, 6.5, -0.74, 2.3e+02, 30, 6.4, 0.67, 2.2e+02, 30, 6.4, -1, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.108, 30, 6.7, -0.76, 2.3e+02, 20, 3.3, 2.9, 1.3e+02, 30, 6.6, -0.34, 2.3e+02, 2e+02
482, -0.78, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 1.1, -0.32, -0.064, 5.4, 1.2, -0.33, -0.11, 5.7, 1.1, -0.35, -0.011, 5.7, 5.6
482, -0.378, -0.202, -0.315, 0.78, 0.587, 0.214, 0.33, 0.099, 1.8, -0.22, 0.2, 5.7, 30, 6.1, 0.32, 2.2e+02, 30, 5.7, 1.7, 2e+02, 1.4e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 6, 2.5, 2.2e+02, 30, 6.5, -0.55, 2.3e+02, 30, 6.5, -0.63, 2.3e+02, 2.2e+02
408, -0.378, -0.179, -0.315, 0.676, 0.464, 0.214, 0.272, 0.099, 20, 2.6, -2.8, 1.1e+02, 30, 6.9, 1.4, 2.4e+02, 30, 6.8, -0.56, 2.4e+02, 1.9e+02
482, -0.34, -0.179, -0.315, 0.676, 0.58, 0.193, 0.272, 0.099, 22, 3.5, -2.8, 1.4e+02, 30, 5.9, -1.2, 2.1e+02, 30, 5.9, -0.99, 2.1e+02, 1.9e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.5, 0.05, 2.3e+02, 30, 6.4, -1.1, 2.2e+02, 30, 6.5, 0.78, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0, 30, 6.5, 0.51, 2.3e+02, 30, 6.5, -0.24, 2.3e+02, 30, 6.5, 0.46, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.33, 0.108, 30, 6.6, 0.022, 2.3e+02, 30, 6.5, 0.8, 2.3e+02, 30, 6.6, -0.31, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 30, 6.6, -0.1, 2.3e+02, 21, 3.5, 2.8, 1.4e+02, 30, 6.5, -0.64, 2.3e+02, 2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.5, -0.77, 2.3e+02, 30, 6.4, -1, 2.2e+02, 30, 6.4, 0.66, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.5, 0.6, 2.3e+02, 30, 6.5, -0.099, 2.3e+02, 27, 5.2, 2.9, 1.9e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.5, -0.78, 2.3e+02, 30, 6.3, -1.3, 2.2e+02, 30, 6.4, -0.19, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.5, -0.63, 2.3e+02, 30, 6.5, 0.46, 2.3e+02, 30, 6.3, -1.9, 2.2e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.193, 0.33, 0, 30, 6.5, 0.18, 2.3e+02, 30, 6.2, 1.7, 2.2e+02, 30, 6, 2.2, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.193, 0.33, 0, 30, 6.5, 0.1, 2.3e+02, 30, 6.4, -0.51, 2.2e+02, 19, 3, 2.9, 1.2e+02, 1.9e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.6, -0.33, 2.3e+02, 30, 6.4, 0.66, 2.2e+02, 30, 6.4, -1.4, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0.099, 30, 6.6, -0.13, 2.3e+02, 30, 6.5, 0.2, 2.3e+02, 30, 6.4, -1.8, 2.2e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.728, 0.58, 0.228, 0.272, 0, 30, 6.1, -1.2, 2.1e+02, 30, 6.1, -1.1, 2.2e+02, 30, 6, -1.4, 2.1e+02, 2.1e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0, 0.099, 30, 6.2, -0.42, 2.2e+02, 30, 6.2, -0.23, 2.2e+02, 30, 6.2, -0.66, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.193, 0.33, 0, 30, 6.4, 0.59, 2.2e+02, 30, 6.3, 1.6, 2.2e+02, 30, 6.1, 2.1, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.728, 0.58, 0.193, 0.33, 0.099, 30, 5.8, 2.3, 2.1e+02, 30, 6.2, 0.21, 2.2e+02, 30, 6.3, -0.66, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.7, 0.214, 0.33, 0.108, 30, 6, 0.51, 2.1e+02, 30, 6, 1.3, 2.1e+02, 30, 5.9, 1.6, 2.1e+02, 2.1e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.4, 0.76, 2.2e+02, 30, 6.5, 0.59, 2.3e+02, 30, 6.2, 1.8, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.728, 0.587, 0.228, 0.33, 0, 30, 6, 1.7, 2.1e+02, 30, 6.2, -1.3, 2.2e+02, 30, 6.1, 1.2, 2.1e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.228, 0.272, 0.108, 15, -0.57, 2.9, 45, 29, 2, -2.8, 1e+02, 17, 2.8, 2.9, 1.1e+02, 88
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.272, 0.099, 30, 6.4, -1.4, 2.3e+02, 30, 6.5, -1.1, 2.3e+02, 30, 6.5, -0.31, 2.3e+02, 2.3e+02
482, 0, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 1.3, -0.14, 69, 30, 1.2, -0.43, 67, 30, 1.2, -0.44, 67, 68
