T, A, B, Oc, C, Oj, tj, Dp, Dn, t1, d1, s1, t2, d2, s2, t3, d3, s3, savg
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.335, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.9, 1.1e+02, 20, 2.8, 1e+02, 20, 2.8, 1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.5, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0, 0.523, 0.13, 0.125, 0.335, 2.5, 0.19, 9.2, 2.2, 0, 3.2, 2.2, 0, 3.2, 5.2
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.233, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.335, 20, 2.4, 94, 20, 2.2, 88, 20, 2.3, 90, 91
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 1.8, 76, 20, 1.5, 66, 20, 1.9, 79, 74
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.5, 20, 1.6, 68, 20, 2.1, 85, 20, 2, 80, 78
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 2, 80, 20, 2.2, 86, 20, 1.4, 64, 76
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 20, 1.8, 75, 20, 2, 82, 20, 2.1, 84, 80
267, -0.138, -0.194, -0.0783, 0.414, 0.523, 0.13, 0.367, 0.233, 20, 2, 81, 20, 2.2, 87, 20, 2.3, 90, 86
358, -0.22, -0.194, -0.252, 0.727, 0.201, 0.13, 0.229, 0.335, 1.1, 0, 2.2, 1.2, 0, 2.2, 1.2, 0, 2.2, 2.2
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.335, 20, 3, 1.1e+02, 20, 3, 1.1e+02, 20, 2.7, 1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 2.8, 1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.093, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.335, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.449, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.229, 0.233, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.5, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 2.8, 1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.0524, 0.523, 0.13, 0.229, 0.449, 2.4, 0, 3.4, 2.5, 0.32, 13, 2.9, 0.18, 9.3, 8.6
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 20, 2.8, 1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.229, 0.229, 0.335, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 2.7, 1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.335, 19, 3.1, 1.1e+02, 20, 2.8, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.335, 20, 2.6, 1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.093, 20, 2.5, 95, 20, 2.2, 87, 20, 2.2, 86, 89
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.8, 1e+02, 20, 2.7, 1e+02, 20, 2.6, 1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.78, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.6, 1e+02, 20, 2.8, 1e+02, 20, 2.9, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.5, 0.125, 0.5, 3, 0.27, 12, 20, 0, 21, 8.9, 0, 9.9, 14
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.233, 20, 2.6, 1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.229, 0.233, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.7, 0.229, 0.414, 0.5, 16, 3.1, 1.1e+02, 18, 3, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.8, 1e+02, 20, 2.7, 1e+02, 20, 2.6, 98, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.093, 20, 2.5, 95, 20, 2.4, 92, 20, 2.3, 90, 92
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.5, 20, 1.3, 61, 20, 2.2, 88, 20, 2.2, 87, 79
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 2, 82, 20, 2.2, 86, 20, 1.7, 72, 80
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 1.7, 72, 20, 1.9, 77, 20, 1.4, 64, 71
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 1.5, 65, 20, 2, 81, 20, 1.4, 64, 70
268, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 2.3, 90, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.5, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.229, 0.125, 0.233, 20, 2.6, 99, 20, 2.8, 1e+02, 20, 2.7, 1e+02, 1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.233, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.7, 1e+02, 20, 2.6, 98, 20, 3, 1.1e+02, 1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.78, 0.523, 0.13, 0.125, 0.449, 20, 2.7, 1e+02, 20, 2.7, 1e+02, 20, 2.6, 98, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0, 0.523, 0.13, 0.414, 0.233, 2.4, 0, 3.4, 2.9, 0, 3.9, 2.2, 0, 3.2, 3.5
267, -0.661, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 1.4, 0, 2.3, 1.6, 0.46, 17, 1.6, 0, 2.7, 7.2
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 2.5, 97, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 2.7, 1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 2.6, 99, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.335, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.729, 0.233, 0.229, 0.436, 0.233, 20, 1.2, 57, 20, 1.2, 56, 20, 1.2, 56, 56
267, -0.151, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.229, 0.125, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.22, -0.194, -0.0783, 0.727, 0.523, 0.13, 0.229, 0.233, 19, 3, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3, 1.1e+02, 1.1e+02
358, -0.138, -0.194, -0.252, 0.414, 0.201, 0.13, 0.367, 0.335, 1.1, 0, 2.2, 1.1, 0, 2.2, 1.2, 0, 2.2, 2.2
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.78, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0, 1.2, 0, 2.2, 1.2, 0, 2.2, 1.2, 0, 2.2, 2.2
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.229, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.229, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 2.7, 1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
269, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3, 1.1e+02, 20, 2.9, 1.1e+02, 20, 2.9, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.5, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.229, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.093, 20, 2.6, 1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.229, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3, 1.1e+02, 20, 2.8, 1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.7, 1e+02, 20, 2.7, 1e+02, 20, 2.7, 1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
358, -0.138, -0.4, -0.254, 0.414, 0.523, 0.13, 0.367, 0.449, 3, 0.58, 21, 3.2, 0.53, 20, 3.8, 0.73, 27, 23
267, -0.22, -0.194, -0.0783, 0.727, 0.201, 0.13, 0.125, 0.335, 20, 1.5, 66, 20, 0.77, 44, 20, 1.5, 66, 59
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 1.9, 78, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0, 0.449, 20, 2.5, 97, 20, 2.4, 92, 20, 2, 82, 90
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 20, 2.6, 98, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.0323, 0.13, 0.414, 0.335, 0.7, 0, 1.7, 0.7, 0, 1.7, 0.7, 0, 1.7, 1.7
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 2.5, 96, 20, 2.3, 90, 20, 1.6, 68, 84
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.5, 0.436, 0.335, 20, 0.055, 23, 20, 0.28, 29, 3.8, 0.32, 14, 22
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 2.7, 1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
